txn_id,date,amount,currency,description,matched_counterparty,counterparty_id,match_tier,counterparty_default_coa
95765,2025-08-26,76837.88,AUD,"Converted 50,000.00 USD to 76,837.88 AUD",,,none,
95766,2025-08-26,-25000.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95767,2025-08-27,-50000.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95768,2025-08-27,50779.41,AUD,"Converted 33,000.00 USD to 50,779.41 AUD",,,none,
95769,2025-08-27,-50000.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95770,2025-08-28,84255.74,AUD,"Converted 55,000.00 USD to 84,255.74 AUD",,,none,
95771,2025-08-28,-80000.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95772,2025-08-28,-6873.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95773,2025-08-28,15324.01,AUD,"Converted 10,000.00 USD to 15,324.01 AUD",,,none,
95774,2025-08-28,-15000.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95775,2025-08-29,15277.10,AUD,"Converted 10,000.00 USD to 15,277.10 AUD",,,none,
95776,2025-08-29,-15000.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95777,2025-09-01,-600.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95778,2025-09-03,30607.90,AUD,"Converted 20,000.00 USD to 30,607.90 AUD",,,none,
95779,2025-09-03,-30000.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95780,2025-09-04,7782.17,AUD,"Converted 5,100.00 USD to 7,782.17 AUD",,,none,
95781,2025-09-04,-8300.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95782,2025-09-09,37813.70,AUD,"Converted 25,000.00 USD to 37,813.70 AUD",,,none,
95783,2025-09-09,-37000.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95784,2025-09-10,83360.30,AUD,"Converted 55,000.00 USD to 83,360.30 AUD",,,none,
95785,2025-09-10,-83000.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95786,2025-09-10,-1200.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95787,2025-09-11,7488.41,AUD,"Converted 5,000.00 USD to 7,488.41 AUD",,,none,
95788,2025-09-11,-7500.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95789,2025-09-17,2989.98,AUD,"Converted 2,000.00 USD to 2,989.98 AUD",,,none,
95790,2025-09-17,-3000.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
95791,2025-10-03,3781.89,AUD,"Converted 2,500.00 USD to 3,781.89 AUD",,,none,
95792,2025-10-03,-3800.00,AUD,Sent money to Drive lah Australia Pty Ltd,,,none,
