entity,date,bank_account,contra_account,amount,kind
sg_pte_ltd,08/01/2022,OCBC DL SG (1001),Due From Australian Account,-31.19,IC
sg_pte_ltd,10/01/2022,OCBC DL SG (1001),Due from Fleet,-1391.0,IC
sg_pte_ltd,28/01/2022,OCBC DL SG (1001),Due From Australian Account,-7333.0,IC
sg_pte_ltd,03/02/2022,OCBC DL SG (1001),Due to Ventures,167462.5,IC
sg_pte_ltd,11/02/2022,OCBC DL SG (1001),Due from Fleet,-1391.0,IC
sg_pte_ltd,11/03/2022,OCBC DL SG (1001),Due from Fleet,-1391.0,IC
sg_pte_ltd,11/04/2022,OCBC DL SG (1001),Due from Fleet,-1391.0,IC
sg_pte_ltd,28/04/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,28/04/2022,OCBC DL SG (1001),Due from Fleet,-1700.0,IC
sg_pte_ltd,29/04/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,03/05/2022,OCBC DL SG (1001),Due to Ventures,200000.0,IC
sg_pte_ltd,04/05/2022,OCBC DL SG (1001),Due to Ventures,20671.0,IC
sg_pte_ltd,04/05/2022,OCBC DL SG (1001),Due to Ventures,110000.0,IC
sg_pte_ltd,04/05/2022,OCBC DL SG (1001),Due to Ventures,275100.0,IC
sg_pte_ltd,04/05/2022,OCBC DL SG (1001),Due to Ventures,68715.0,IC
sg_pte_ltd,05/05/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,10/05/2022,OCBC DL SG (1001),Due from Fleet,-1391.0,IC
sg_pte_ltd,11/05/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,20/05/2022,OCBC DL SG (1001),Due From Australian Account,-77.98,IC
sg_pte_ltd,26/05/2022,OCBC DL SG (1001),Due to Ventures,55232.89,IC
sg_pte_ltd,30/05/2022,OCBC DL SG (1001),Due from Fleet,-1700.0,IC
sg_pte_ltd,30/05/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,30/05/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,30/05/2022,OCBC DL SG (1001),Due to Ventures,53784.36,IC
sg_pte_ltd,07/06/2022,OCBC DL SG (1001),Due from Fleet,-5188.6,IC
sg_pte_ltd,07/06/2022,OCBC DL SG (1001),Due from Fleet,-3219.0,IC
sg_pte_ltd,07/06/2022,OCBC DL SG (1001),Due from Fleet,-2349.0,IC
sg_pte_ltd,07/06/2022,OCBC DL SG (1001),Due from Fleet,-891.0,IC
sg_pte_ltd,07/06/2022,OCBC DL SG (1001),Due from Fleet,-901.0,IC
sg_pte_ltd,08/06/2022,OCBC DL SG (1001),Due From Australian Account,-31.66,IC
sg_pte_ltd,13/06/2022,OCBC DL SG (1001),Due from Fleet,-1391.0,IC
sg_pte_ltd,20/06/2022,OCBC DL SG (1001),Due From Ventures,-10000.0,IC
sg_pte_ltd,30/06/2022,OCBC DL SG (1001),Due from Fleet,-1700.0,IC
sg_pte_ltd,30/06/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,30/06/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,30/06/2022,Stripe Account,Due from Fleet,-3421.0,IC
sg_pte_ltd,04/07/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,07/07/2022,OCBC DL SG (1001),Due from Fleet,-7270.62,IC
sg_pte_ltd,07/07/2022,OCBC DL SG (1001),Due from Fleet,-1447.95,IC
sg_pte_ltd,07/07/2022,OCBC DL SG (1001),Due from Fleet,-1168.0,IC
sg_pte_ltd,07/07/2022,OCBC DL SG (1001),Due from Fleet,-1890.13,IC
sg_pte_ltd,07/07/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,08/07/2022,OCBC DL SG (1001),Due From Australian Account,-30.54,IC
sg_pte_ltd,08/07/2022,OCBC DL SG (1001),Due from Fleet,-7010.0,IC
sg_pte_ltd,13/07/2022,OCBC DL SG (1001),Due from Fleet,-1391.0,IC
sg_pte_ltd,31/07/2022,Stripe Account,Due from Fleet,-8537.0,IC
sg_pte_ltd,01/08/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,01/08/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,08/08/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,08/08/2022,OCBC DL SG (1001),Due from Fleet,-1035.48,IC
sg_pte_ltd,08/08/2022,OCBC DL SG (1001),Due from Fleet,-2623.0,IC
sg_pte_ltd,08/08/2022,OCBC DL SG (1001),Due from Fleet,-1390.0,IC
sg_pte_ltd,08/08/2022,OCBC DL SG (1001),Due from Fleet,-1229.0,IC
sg_pte_ltd,08/08/2022,OCBC DL SG (1001),Due from Fleet,-6277.0,IC
sg_pte_ltd,08/08/2022,OCBC DL SG (1001),Due From Australian Account,-30.61,IC
sg_pte_ltd,09/08/2022,OCBC DL SG (1001),Due to Ventures,125000.0,IC
sg_pte_ltd,13/08/2022,OCBC DL SG (1001),Due from Fleet,-1391.0,IC
sg_pte_ltd,29/08/2022,OCBC DL SG (1001),Due to Ventures,100000.0,IC
sg_pte_ltd,31/08/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,31/08/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,31/08/2022,OCBC DL SG (1001),Due to Ventures,200000.0,IC
sg_pte_ltd,31/08/2022,OCBC DL SG (1001),Due To Australia,-0.01,IC
sg_pte_ltd,31/08/2022,Other Operating Expenses:Corporate - Bank Fees,Due To Australia,766.78,IC
sg_pte_ltd,31/08/2022,Stripe Account,Due from Fleet,-9873.0,IC
sg_pte_ltd,02/09/2022,OCBC DL SG (1001),Due from Fleet,-450.0,IC
sg_pte_ltd,03/09/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,06/09/2022,OCBC DL SG (1001),Due from Fleet,-2141.88,IC
sg_pte_ltd,06/09/2022,OCBC DL SG (1001),Due from Fleet,-600.0,IC
sg_pte_ltd,06/09/2022,OCBC DL SG (1001),Due from Fleet,-1659.0,IC
sg_pte_ltd,06/09/2022,OCBC DL SG (1001),Due from Fleet,-1712.0,IC
sg_pte_ltd,06/09/2022,OCBC DL SG (1001),Due from Fleet,-2033.0,IC
sg_pte_ltd,06/09/2022,OCBC DL SG (1001),Due from Fleet,-1055.86,IC
sg_pte_ltd,06/09/2022,OCBC DL SG (1001),Due from Fleet,-1460.66,IC
sg_pte_ltd,06/09/2022,OCBC DL SG (1001),Due from Fleet,-1010.38,IC
sg_pte_ltd,06/09/2022,OCBC DL SG (1001),Due from Fleet,-206.44,IC
sg_pte_ltd,06/09/2022,OCBC DL SG (1001),Due from Fleet,-407.94,IC
sg_pte_ltd,08/09/2022,OCBC DL SG (1001),Due From Australian Account,-30.46,IC
sg_pte_ltd,08/09/2022,OCBC DL SG (1001),Due from Fleet,-43.67,IC
sg_pte_ltd,10/09/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,13/09/2022,OCBC DL SG (1001),Due from Fleet,-1391.0,IC
sg_pte_ltd,13/09/2022,OCBC DL SG (1001),Due from Fleet,-1000.0,IC
sg_pte_ltd,26/09/2022,OCBC DL SG (1001),Due to Ventures,350000.0,IC
sg_pte_ltd,28/09/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,28/09/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,30/09/2022,Other Operating Expenses:Corporate - Bank Fees,Due To Australia,430.38,IC
sg_pte_ltd,30/09/2022,Stripe Account,Due from Fleet,-8711.0,IC
sg_pte_ltd,05/10/2022,OCBC DL SG (1001),Due from Fleet,-3380.0,IC
sg_pte_ltd,05/10/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,05/10/2022,OCBC DL SG (1001),Due from Fleet,-1797.6,IC
sg_pte_ltd,06/10/2022,OCBC DL SG (1001),Due from Fleet,-1659.0,IC
sg_pte_ltd,06/10/2022,OCBC DL SG (1001),Due from Fleet,-4066.0,IC
sg_pte_ltd,06/10/2022,OCBC DL SG (1001),Due from Fleet,-1224.23,IC
sg_pte_ltd,06/10/2022,OCBC DL SG (1001),Due from Fleet,-724.62,IC
sg_pte_ltd,06/10/2022,OCBC DL SG (1001),Due from Fleet,-1420.04,IC
sg_pte_ltd,06/10/2022,OCBC DL SG (1001),Due from Fleet,-3709.0,IC
sg_pte_ltd,06/10/2022,OCBC DL SG (1001),Due from Fleet,-1012.5,IC
sg_pte_ltd,13/10/2022,OCBC DL SG (1001),Due from Fleet,-1391.0,IC
sg_pte_ltd,31/10/2022,Stripe Account,Due From Australian Account,-13100.0,IC
sg_pte_ltd,31/10/2022,Stripe Account,Due from Fleet,-7696.0,IC
sg_pte_ltd,01/11/2022,OCBC DL SG (1001),Due to Ventures,84265.0,IC
sg_pte_ltd,03/11/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,03/11/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,08/11/2022,OCBC DL SG (1001),Due from Fleet,-5328.0,IC
sg_pte_ltd,08/11/2022,OCBC DL SG (1001),Due from Fleet,-3923.0,IC
sg_pte_ltd,08/11/2022,OCBC DL SG (1001),Due from Fleet,-354.0,IC
sg_pte_ltd,08/11/2022,OCBC DL SG (1001),Due from Fleet,-655.0,IC
sg_pte_ltd,08/11/2022,OCBC DL SG (1001),Due from Fleet,-1020.0,IC
sg_pte_ltd,08/11/2022,OCBC DL SG (1001),Due from Fleet,-1260.0,IC
sg_pte_ltd,08/11/2022,OCBC DL SG (1001),Due from Fleet,-1298.0,IC
sg_pte_ltd,08/11/2022,OCBC DL SG (1001),Due from Fleet,-4333.0,IC
sg_pte_ltd,08/11/2022,OCBC DL SG (1001),Due from Fleet,-4898.0,IC
sg_pte_ltd,11/11/2022,Wise AUD,Due To Australia,3005.6,IC
sg_pte_ltd,12/11/2022,OCBC DL SG (1001),Due from Fleet,-1391.0,IC
sg_pte_ltd,12/11/2022,OCBC DL SG (1001),Due to Ventures,35000.0,IC
sg_pte_ltd,17/11/2022,OCBC DL SG (1001),Due from Fleet,-980.0,IC
sg_pte_ltd,17/11/2022,OCBC DL SG (1001),Due from Fleet,-1690.0,IC
sg_pte_ltd,21/11/2022,Wise AUD,Due To Australia,2933.18,IC
sg_pte_ltd,27/11/2022,OCBC DL SG (1001),Due to Ventures,18000.0,IC
sg_pte_ltd,27/11/2022,Wise AUD,Due To Australia,557.18,IC
sg_pte_ltd,28/11/2022,Wise AUD,Due To Australia,5985.08,IC
sg_pte_ltd,29/11/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,29/11/2022,OCBC DL SG (1001),Due from Fleet,-1690.0,IC
sg_pte_ltd,29/11/2022,Wise AUD,Due To Australia,4238.36,IC
sg_pte_ltd,30/11/2022,Stripe Account,Due from Fleet,-13390.0,IC
sg_pte_ltd,02/12/2022,OCBC DL SG (1001),Due from Fleet,-1000.0,IC
sg_pte_ltd,03/12/2022,Wise AUD,Due To Australia,18383.54,IC
sg_pte_ltd,03/12/2022,OCBC DL SG (1001),Due to Ventures,41990.0,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-1300.0,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-554.66,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-485.2,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-1065.39,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-2300.87,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-3764.79,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-8520.35,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-5604.32,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-1400.0,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-928.83,IC
sg_pte_ltd,06/12/2022,OCBC DL SG (1001),Due from Fleet,-213.2,IC
